ID,Sitio,Índice del lugar,Nombre del lugar,Enlace del lugar,Municipio,Valoración,Valoraciones,Precio,Comentario,Fecha,Votos a favor,Votos en contra,Valoración_num,Sentimiento
373,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"Es un lugar fantástico y con una energía relajante y enriquecedora en el sentido de que hay mucha paz y te puedes encontrar contigo mismo, las instalaciones muy buenas el hostal isla mucura es el mejor, me quede en las hamacas y fue una experiencia muy buena, no tuve ningún inconveniente el alojamiento ya que una noche llovió torrencialmente y no se me mojo nada, la playa y el mar deliciosos la comida ni hablar, te puedes hospedar en cualquier lugar sea costoso o barato la isla es la misma y la comodidad depende de cada uno, solo ten presente que es el ""FIN DEL AFÁN""",9 de noviembre de 2017,0,0,4.5,neutral
184,Foursquare,26,Parrilla Bar,https://es.foursquare.com/v/parrilla-bar/4f47c59ee4b08f45dc069cbd,Sincelejo,7.6/10,15 valoraciones,$$$$,El cucharrasco y elmote de quesoestupendos.,"Julio 27, 2014",0,0,7.6,positivo
405,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"QUIERO VOLVER, VOLVER, VOLVER..... Realmente hermosa, vale la pena visitar. Partimos desde el muelle de Tolú, un trayecto de 40 minutos. Esta isla es espectacular, tiene una arena blanca muy fina, sus aguas van de un tono verde claro, cristalino a diferentes gamas de azul, un paisaje de ensueño. Puedes adentrarte muchos metros, y aun el agua esta en la cintura, aguas tranquilas, cero olas, es tan claro que puedes ver pececillos y estrellas de mar! Pide una piña colada y olvídate del mundo! Almuerzo delicioso y a buen precio. Quiero volver, volver.....",13 de agosto de 2016,1,0,4.5,neutral
933,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,Sin duda son unos profesionales en el área del buceo recreativo con gran don de enseñar y con el equipo adecuado para realizar tus buceos con total seguridad mil gracias por su dedicación.,13 de diciembre de 2023,8,0,5,neutral
190,Foursquare,28,La Tagliatella,https://es.foursquare.com/v/la-tagliatella/4c39141bae2da59360f501c6,Sincelejo,7.5/10,9 valoraciones,$$,Muy rico! Me encanto!,"Febrero 11, 2013",0,0,7.5,positivo
909,Tripadvisor,71,Litio Karts,https://www.tripadvisor.co/Attraction_Review-g1395140-d24974016-Reviews-Litio_Karts-Sincelejo_Sucre_Department.html,Sincelejo,5.0/5,3,Precio Desconocido,"Es una experiencia muy divertida, en el lugar no solo hay karts, también hay muro de escalar, paintball, polígono de tiro, jaula de bateo y football en burbujas. Los karts son eléctricos y seguros, la pista es un reto, me costó tomarle el tiro.",12 de febrero de 2023,1,0,5,neutral
584,Tripadvisor,52,Ciénaga la Caimanera,https://www.tripadvisor.co/Attraction_Review-g616329-d10022459-Reviews-Cienaga_la_Caimanera-Covenas_Sucre_Department.html,Coveñas,4.5/5,86,Precio Desconocido,Paseo ecológico pero poco organizado. Manglar talado por la gente de la zona que lo pretende vender como protegido.,31 de diciembre de 2019,2,0,4.5,neutral
547,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"P a R A D I S E mejor lugar en el que he estado en mis 13 años. El servicio era genial, aunque no había suficientes personas para trabajar el lugar. El agua era pescado cristalinas. hermosas nadar en el agua con usted en la playa y es tan relajante. Sin duda el masaje tanto como sea posible, es barato, y te sientes genial, y el sonido de las olas rompiendo debajo de ti, la vista del agua azul es genial. Llevar sudaderas, la isla hace mucho viento por la noche a partir de como cuatro y empeorando. pero no tengo muchas quejas. simplemente hermoso y relajante.",26 de junio de 2014,0,0,4.5,neutral
344,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"Una de los archipielas de San bernardo, es un hermosura volvería 17000 mil veces a este lugar, es lindo, relajante y con muy buena comida, se llega por tour desde Rincón del Mar-Sucre por 50 mil cop (ida y venida) desde aquí se demora 20 minutos desde Cartagena son alrededor de las 2 hrs de viaje en lancha. A todos los Q deseen relajarse deben ir a esta isla.",22 de abril de 2019,2,0,4.5,neutral
65,Foursquare,2,Playas de Coveñas,https://es.foursquare.com/v/playas-de-cove%C3%B1as/4e0b5bd352b1fe83d54c6f4b,Coveñas,8.8/10,241 valoraciones,Precio Desconocido,Para unas buenaas vacaciones estaplayaenamora,"Julio 11, 2013",0,0,8.8,positivo
323,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"Es un lugar con encanto, las playas con su arena blanca y su mar azul son fabulosas, la playa del cholo es perfecta para ir con niños pequeños pues sus aguas son tranquilas y tiene gran espacio bajo para q se puedan bañar.",26 de enero de 2019,0,0,4.5,neutral
192,Foursquare,28,La Tagliatella,https://es.foursquare.com/v/la-tagliatella/4c39141bae2da59360f501c6,Sincelejo,7.5/10,9 valoraciones,$$,"Homangiatoinsalatadimanzoed era deliziosa(apparteil fintoparmigiano). Bella presentazione, ricca di sapori eprodotti freschi.","Enero 27, 2014",0,0,7.5,positivo
1103,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Guillermo fue absolutamente comprensivo, colaborador, paciente, nos informó con amplitud, claridad, profesionalismo. Yo tenía miedo y casi podría decir que literalmente me llevó de la mano y me acompañó pacientemente durante todo el proceso. Excelentes equipos, en las mejores condiciones. Fue un plan de todo el día, 2 inmersiones, los lugares de inmersión muy lindos. Bastante coral, de buen color y gran variedad de peces, gracias a su experiencia, excelentemente seleccionados. Me encantó. Lo recomiendo.",17 de febrero de 2019,1,0,5,neutral
5,Foursquare,1,Rincón del Mar,https://es.foursquare.com/v/rinc%C3%B3n-del-mar/4f81a185e4b0ac16a2d8f323,San Onofre,8.9/10,45 valoraciones,Precio Desconocido,"Muy buenasplayas, sin olas, sin tantagentecomoPlayaBlanca y con masespaciopara ubicarse. Además todo masbarato....","Enero 6, 2014",0,0,8.9,positivo
486,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"Paraíso A mí la playa de Cartagena no me gustó. La opción es cruzar a Isla Barú con un ferry. La playa allá se llama playa blanca y es un sueño… eso sí! Es lost! No hay servicios así que hay que ir mentalizado. Tienes para alquilar y dormir en hamaca, en cabaña o en carpa por la tuya (gratis), y algún barcito. Sino hay una excursión para ir a pasar el día que sale desde el puerto.",7 de julio de 2014,0,0,4.5,neutral
348,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"Tienes que ir a este tour si te encuentras por Coveñas, Tolú o Rncón del mar. Las aguas son cristalinas y de color turquesa así que empaca tu snorkel y careta y vete sin pensarlo!!!",11 de enero de 2019,2,0,4.5,neutral
667,Tripadvisor,53,Playas Rincon del Mar,https://www.tripadvisor.co/Attraction_Review-g4452849-d10213520-Reviews-or40-Playas_Rincon_del_Mar-San_Onofre_Sucre_Department.html,San Onofre,4.0/5,51,Precio Desconocido,"Para los que nos gusta el mar no hay más nada que pedir: Playas de arena blanca, excelentes restaurantes de comida típica e internacional, paseos en lancha a las islas cercanas, aguas de esplendorosa variedad de tonos desde el azul al verde, aire puro, brisa para guindar hamacas. Qué delicia.",18 de febrero de 2020,0,0,4,neutral
182,Foursquare,26,Parrilla Bar,https://es.foursquare.com/v/parrilla-bar/4f47c59ee4b08f45dc069cbd,Sincelejo,7.6/10,15 valoraciones,$$$$,"Muy buena la comida y la atención, un sitio para pasar un rato muy agradable, buena comida un buen trago y una buena compañía, varios ambientes y bien parqueo,  bien muy buenos.","Febrero 8, 2014",2,0,7.6,positivo
19,Foursquare,1,Rincón del Mar,https://es.foursquare.com/v/rinc%C3%B3n-del-mar/4f81a185e4b0ac16a2d8f323,San Onofre,8.9/10,45 valoraciones,Precio Desconocido,Hermosasplayasy sicomida frescalo mejor :),"Marzo 8, 2013",0,0,8.9,positivo
1295,Tripadvisor,81,Sunset Travel Colombia,https://www.tripadvisor.co/Attraction_Review-g1395140-d21293956-Reviews-Sunset_Travel_Colombia-Sincelejo_Sucre_Department.html,Sincelejo,5.0/5,5,Precio Desconocido,"Excelente los destinos y la atención, la cámara no es suficiente para capturar los momentos y paisajes que experimentas por ti mismo. Llevar mucho bloqueador.",19 de septiembre de 2020,0,0,5,neutral
531,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"ONU - Nulas el paraíso Hicimos un viaje de un día aquí de cerca de Punta Seca con mi novia y mi mejor amigo y su familia. Nuestro barco alquilado nos recogió a las 8:30 de la mañana y regresar a nuestra casa en la playa a las 2 pm. El mar se pone revuelto alrededor de ese tiempo, y usted debe planear su día en consecuencia. Nuestro tour - Guía de Marcel (pregunta a los nativos para él en Rincón del Marzo) nos llevó a comer en Múcura después de visitar Santa Cruz del Islote, el mundo de la isla más densamente poblada. Nos hicimos fotos con tortugas, nadamos con tiburones de enfermera en el acuario, y minúscula compramos cerveza y recuerdos de la gente. Mejor de lo español básico es necesario para viajar a la región, y la mayoría de los lugares están sólo en efectivo.",11 de abril de 2017,0,0,4.5,neutral
1144,Tripadvisor,75,Rincón Dive Center,https://www.tripadvisor.co/Attraction_Review-g10326747-d14126059-Reviews-or60-Rincon_Dive_Center-Rincon_del_Mar_San_Onofre_Sucre_Department.html,San Onofre,5.0/5,192,Precio Desconocido,Un personal muy querido y a su vez bien preparado. Te cuenta muy detalladamente sobre los sitios de buceo.,6 de septiembre de 2022,0,0,5,neutral
1136,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"En manos del Mejor Instructor Guillermo Camara, excelente enseñanza, excelentes equipos y toda la logística y paciencia para que aprendamos a vivir nuevas aventuras bajo el mar!",4 de diciembre de 2017,0,0,5,neutral
1072,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"La mejor opción para hacer algo diferente en Coveñas. Centro de Buceo muy bien equipado y Guillermo, el instructor, es un gran profesor, muy profesional y experimentado. Definitivamente volveré a repetir esos hermosos buceos en las islas de San Bernardo, aguas claras y con la temperatura ideal.",9 de septiembre de 2019,0,0,5,neutral
495,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"Un remanso de tranquilidad Nos encantó el servicio, la playa, la habitación cómoda y amplia, el paisaje insuperable. Es un lugar de descanso, no de bulla, solo el cantar de las aves y el sonido del mar. Recomendable llevarse un buen libro, ya que las entretenciones son solo acuáticas: buceo, playa, snorkel, etc. Las cenas se hacen en distintos lugares del parque donde lo iluminan y se ve precioso y muy romántico, las comidas son en base a pescados y mariscos.",6 de marzo de 2014,0,0,4.5,neutral
60,Foursquare,2,Playas de Coveñas,https://es.foursquare.com/v/playas-de-cove%C3%B1as/4e0b5bd352b1fe83d54c6f4b,Coveñas,8.8/10,241 valoraciones,Precio Desconocido,El mejor sitio para compartir en flia,"Enero 26, 2014",0,0,8.8,positivo
927,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Una experiencia sencillamente fantástica, el personal fue muy profesional y la actividad muy segura y divertida.",7 de diciembre de 2023,2,0,5,neutral
1035,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Excelente instrucción, muy seguro, recomendado para quienes comienzan en el mundo de la exploración en el mar. Para todos en la familia.",6 de enero de 2020,1,0,5,neutral
211,Foursquare,35,Gran Centro El Parque,https://foursquare.com/v/gran-centro-el-parque/4c5b498c7735c9b697548972,Sincelejo,7.3/10,11 valoraciones,Precio Desconocido,"Se pueden comprar gran variedad de cosas, ropa, tecnología, libros, juguetes etc. También puedes comer un helado o tomar un cerveza","Diciembre 28, 2013",1,0,7.3,positivo
775,Tripadvisor,58,Orla de Tolu,https://www.tripadvisor.co/Attraction_Review-g1726000-d8838800-Reviews-or20-Orla_de_Tolu-Santiago_de_Tolu_Sucre_Department.html,Santiago de Tolú,4.0/5,31,Precio Desconocido,"Un lugar para disfrutar un mar en tranquilidad. Puedes encontrar muchos lugares para comida y bares. Además, encuentras todas las lanchas para los tours hacia el golfo de Morrosquillo.",19 de enero de 2022,0,0,4,neutral
826,Tripadvisor,59,Catedral de San Francisco,https://www.tripadvisor.co/Attraction_Review-g1395140-d6960179-Reviews-or20-Catedral_de_San_Francisco-Sincelejo_Sucre_Department.html,Sincelejo,4.0/5,30,Precio Desconocido,"Es de los sitios representativos de Sincelejo, es muy agradable, aunque pienso que es un poco pequeña para el volumen de feligreses de la ciudad.",6 de marzo de 2015,0,0,4,neutral
235,Foursquare,38,Plaza de Majagual,https://foursquare.com/v/plaza-de-majagual/4c0193ebf99620a1dbcd2404,Sincelejo,7.2/10,40 valoraciones,Precio Desconocido,"Parque Pozo Majagual, link: http://goo.gl/FU4a4","Febrero 11, 2012",0,0,7.2,positivo
1138,Tripadvisor,75,Rincón Dive Center,https://www.tripadvisor.co/Attraction_Review-g10326747-d14126059-Reviews-or60-Rincon_Dive_Center-Rincon_del_Mar_San_Onofre_Sucre_Department.html,San Onofre,5.0/5,192,Precio Desconocido,"Gran centro de buceo. El personal es muy competente y amable. Las inmersiones fueron increíbles, vimos mucha vida marina. Lo recomiendo mucho !",27 de diciembre de 2023,0,0,5,neutral
1231,Tripadvisor,77,Guía de Turismo del Golfo de Morrosquillo,https://www.tripadvisor.co/Attraction_Review-g616329-d12951539-Reviews-or30-Covenas_Colombia_Travel-Covenas_Sucre_Department.html,Coveñas,5.0/5,30,Precio Desconocido,"Muy buena experiencia, muy buena atención. Los sitios muy hermosos y la función del guía muy buena, planes muy completos.",28 de febrero de 2018,0,0,5,neutral
817,Tripadvisor,59,Catedral de San Francisco,https://www.tripadvisor.co/Attraction_Review-g1395140-d6960179-Reviews-or20-Catedral_de_San_Francisco-Sincelejo_Sucre_Department.html,Sincelejo,4.0/5,30,Precio Desconocido,"Qué alegría que están remodelando esta preciosa iglesia, ahora está con andamios y materiales de construcción, pero esperemos unos días y estará divina. La imagen de San Francisco es sencilla y muy hermosa.",29 de septiembre de 2016,0,0,4,neutral
15,Foursquare,1,Rincón del Mar,https://es.foursquare.com/v/rinc%C3%B3n-del-mar/4f81a185e4b0ac16a2d8f323,San Onofre,8.9/10,45 valoraciones,Precio Desconocido,lasmejores playasde todo el caribe colombiano,"Octubre 17, 2012",3,0,8.9,positivo
702,Tripadvisor,54,Parque Comercial Guacarí,https://www.tripadvisor.co/Attraction_Review-g1395140-d13995376-Reviews-or10-Parque_Comercial_Guacari-Sincelejo_Sucre_Department.html,Sincelejo,4.5/5,15,Precio Desconocido,"Completo, agradable ambiente y atención, ideal para todas las edades, almacenes de grandes superficie.",12 de febrero de 2019,0,0,4.5,neutral
204,Foursquare,31,Pombo Parrilla,https://foursquare.com/v/pombo-parrilla/4ea6f6e02c5b614a690d9c5d,Sincelejo,7.4/10,15 valoraciones,$$$$,"Recomendados los pinchos, pollo árabe y sancochos","Abril 17, 2012",0,0,7.4,positivo
92,Foursquare,6,Sincé - Sucre,https://es.foursquare.com/v/sinc%C3%A9--sucre/4e247cc0e4cdf68591a3811c,Sincé,8.2/10,16 valoraciones,Precio Desconocido,"En elbarriola ceja encuentrasGalletas,molletes, parpichuelas, almohabanas,bolitas de lechey demásdegustaciones.","Febrero 21, 2012",3,0,8.2,positivo
1017,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,Mi bautizo no podía ser mejor un gran profesor y con muchas ganas de volver y hacer uno de sus cursos.,9 de mayo de 2020,0,0,5,neutral
663,Tripadvisor,53,Playas Rincon del Mar,https://www.tripadvisor.co/Attraction_Review-g4452849-d10213520-Reviews-or40-Playas_Rincon_del_Mar-San_Onofre_Sucre_Department.html,San Onofre,4.0/5,51,Precio Desconocido,"Algunas playas bonitas, algunas oliendo a basura y desafortunadamente opaca el lugar el maltrato animal de los pobladores, perros famélicos, llenos de garrapatas de lagañas, golpeados heridos, perras en celo con mínimo 20 perros detrás, burros golpeados sin agua amarrados en el rayo de sol y los niños vendiendo pajaritos enjaulados, muy triste ver esto, deberían realizar jornadas de esterilización y sensibilización a los pobladores.",18 de octubre de 2020,8,0,4,neutral
705,Tripadvisor,54,Parque Comercial Guacarí,https://www.tripadvisor.co/Attraction_Review-g1395140-d13995376-Reviews-or10-Parque_Comercial_Guacari-Sincelejo_Sucre_Department.html,Sincelejo,4.5/5,15,Precio Desconocido,"Que bello este centro comercial, haber conservado el hermoso árbol Guacari fue una excelente y maravillosa idea!! Gracias por proteger la naturaleza. Limpio, amplio con una excelente variedad de locales. La comida que ofrecen también es muy buena. Vale la pena visitarlo en Sincelejo. Feliz por los progresos de Sincelejo!",10 de agosto de 2018,0,0,4.5,neutral
120,Foursquare,11,CrepesPin Restaurante,https://es.foursquare.com/v/crepespin-restaurante/519181e1498e355d8a823a9b,Sincelejo,8.0/10,26 valoraciones,Precio Desconocido,"Delicioso elStroganoff,  recomendado","Junio 1, 2013",0,0,8,positivo
416,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"Muy hermosas Son un conjunto de islas con aguas cristalinas, el acceso se hace desde Tolú en lancha con recorrido de cuarenta minutos aproximadamente. La comida, como es de esperar, frutos del mar y se puede comer una langosta a la mitad, o menos, del precio de comerla en Cartagena u otra ciudad.",4 de enero de 2016,0,0,4.5,neutral
1287,Tripadvisor,80,Rincón del mar Diving,https://www.tripadvisor.co/Attraction_Review-g10326747-d17274098-Reviews-or10-Rincon_del_mar_Diving-Rincon_del_Mar_San_Onofre_Sucre_Department.html,San Onofre,5.0/5,30,Precio Desconocido,Ich habe bei Juli und Alberto meinen Open-Water Tauchschein gemacht. Und ich hatte eine wirklich gute Zeit mit ihnen! Die beiden sind sehr lustig und vermitteln wissen sehr interessant. Gleichzeitig sind sie unglaublich Kompetent und bleiben ruhig und ersthaft bei den wichtigen Themen! Habe mich jeder Zeit in guten Händen gefühlt und es gibt tolle Tauchspots. Sehr zu empfehlen!!,18 de noviembre de 2019,0,0,5,neutral
1092,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,Buena tienda atención personalizada. Falta infraestructura para aprovechar todos los sitios de buceo de la zona.,11 de mayo de 2019,0,0,5,neutral
189,Foursquare,28,La Tagliatella,https://es.foursquare.com/v/la-tagliatella/4c39141bae2da59360f501c6,Sincelejo,7.5/10,9 valoraciones,$$,ElSalmóna la plancha es exquisito.,"Septiembre 21, 2013",0,0,7.5,positivo
1199,Tripadvisor,77,Guía de Turismo del Golfo de Morrosquillo,https://www.tripadvisor.co/Attraction_Review-g616329-d12951539-Reviews-or30-Covenas_Colombia_Travel-Covenas_Sucre_Department.html,Coveñas,5.0/5,30,Precio Desconocido,Hermosa experiencia con el mejor turista el Lorica Córdoba. Recomendado una experiencia inolvidable,19 de octubre de 2021,2,0,5,neutral
1091,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Buceo seguro y delicioso! Cuando fui, no vi muchos animalitos, imagino que no siempre es así. Recomendado!",12 de mayo de 2019,0,0,5,neutral
188,Foursquare,28,La Tagliatella,https://es.foursquare.com/v/la-tagliatella/4c39141bae2da59360f501c6,Sincelejo,7.5/10,9 valoraciones,$$,Las mejorespastasen sincelejo,"Noviembre 3, 2013",0,0,7.5,positivo
430,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"Maravilloso plan Estar en la costa Caribe y no visitar este archipiélago es como haber hecho la mitad del viaje, para algunos puede ser algo normal pero para quienes disfrutamos de conocer y vivir experiencias inolvidables en donde aprendemos a valorar lo que Dios nos ha dado en la vida es una magnífica oportunidad para practicar, estas bellas islas pueden ser visitadas desde Cartagena pero nosotros lo hemos hecho desde Tolu, visitar el islote poblado más pequeño de Colombia pero que posee un alto número de habitantes desborda nuestra imaginación de ver las condiciones en las que viven alejados de la modernidad pero con una felicidad envidiable, el mar es espectacular, nadar y viajar en lancha una gran experiencia, la comida típica de la región es deliciosa!",16 de julio de 2015,0,0,4.5,neutral
1023,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Fue una experiencia única, Guillermo es muy buen instructor, muy profesional y paciente. La biodiversidad debajo del agua es algo que no pueden perderse. Completamente satisfecha, super recomendado.",3 de marzo de 2020,1,0,5,neutral
9,Foursquare,1,Rincón del Mar,https://es.foursquare.com/v/rinc%C3%B3n-del-mar/4f81a185e4b0ac16a2d8f323,San Onofre,8.9/10,45 valoraciones,Precio Desconocido,Sabor del bueno:Camarones al ajillodonde LaNegrita... Un rincón alejado de mucho y con todas las bondades pararelajarse,"Enero 10, 2014",0,0,8.9,positivo
1098,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Es un lugar perfecto para realizar una certificación. Ir a las islas es genial, hermoso y un súper paseo. Lo recomiendo. Guillermo y Ana son queridísimos.",20 de abril de 2019,0,0,5,neutral
621,Tripadvisor,52,Ciénaga la Caimanera,https://www.tripadvisor.co/Attraction_Review-g616329-d10022459-Reviews-Cienaga_la_Caimanera-Covenas_Sucre_Department.html,Coveñas,4.5/5,86,Precio Desconocido,"La visita a la Ciénaga no fue lo más maravilloso, sino el camino de los Manglares. Y los Manglares fueron realmente una de las cosas más interesantes de vivir en Coveñas, el agua, los pescadores, los códigos del Río uniéndose al Mar. Realmente el atractivo más recomendado de Coveñas.",20 de mayo de 2017,0,0,4.5,neutral
137,Foursquare,14,Hotel La Fragata,https://es.foursquare.com/v/hotel-la-fragata/4c9e2bd58afca0931a04fe15,Coveñas,7.9/10,26 valoraciones,Precio Desconocido,DEFINITIVAMENTE ESPECTACULAR!!!,"Septiembre 5, 2015",2,0,7.9,positivo
853,Tripadvisor,64,Plaza de Majagual,https://www.tripadvisor.co/Attraction_Review-g1395140-d6951865-Reviews-or30-Plaza_de_Majagual-Sincelejo_Sucre_Department.html,Sincelejo,3.5/5,32,Precio Desconocido,Es un lugar en el que los locales departen en eventos públicos y culturales. Su alrededor adolece de buenos restaurantes y sitios para tomar unas buenas copas.,7 de mayo de 2018,1,0,3.5,negativo
557,Tripadvisor,51,Reserva Natural Sanguaré,https://www.tripadvisor.co/Attraction_Review-g4452849-d7149029-Reviews-Reserva_Natural_Sanguare-San_Onofre_Sucre_Department.html, San Onofre,5.0/5,35,Precio Desconocido,"Es un lugar hermosísimo, nos fuimos en avión hasta Montería, luego un carro hasta San Onofre y nos espero la lancha. Es un lugar mágico de principio a fin, la atención es excelente, es super tranquilo no quedamos para realizar buceo, además realizan otro tipo de actividades acuáticas...Recuerdo mucho a Diana, Alvaro, Margarita, David, Jose, uyuyuy son cortas las palabras para mencionar que ese sitio tiene magia...",17 de abril de 2017,0,0,5,neutral
431,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"¡Inolvidable! Es un tesoro que (afortunadamente) está poco descubierto. La arena es muy blanca, el mar es tranquilo, transparente. Esta Isla tiene además la particularidad de que sus propios habitantes lo reciben a uno, lo atienden, lo consienten. No acosan como en Bocagrande o en Johny Cay (en San Andrés), está uno en completa seguridad pues sólo están los nativos de la isla y los ocupantes de la lancha en la que uno llega desde Tolú. Ellos se encargan allí de todo: alimentos, bebidas, sillas, mesas, seguridad; no trabajan en bandas malintencionadas y deshonestas, como lastimosamente es en Johny Cay sino por familias muy bien organizadas por roles, respetuosas, decentes, acomedidas. Los precios de las bebidas son coherentes con el esfuerzo que implica traerlas desde Tolú (la cerveza a 4 mil en Múcura mientras que se consigue a 2 mil en Tolú). Como recomendación, hay que cuidar el manejo de escombros y basuras tanto por parte de los nativos como de los visitantes pues varias partes de la playa ya están afectadas. El regreso desde la Isla es un poco sobresaltado por el mar picado por eso hay que asegurarse que las lanchas tengan chalecos salvavidas, radio-teléfono (indispensable para una varada en el mar), piloto experto y sobrio así como suficiente gasolina y un horario de regreso no más allá de las 3 pm, pues las olas son más fuertes. Super-recomendada, vale la pena!",15 de julio de 2015,0,0,4.5,neutral
191,Foursquare,28,La Tagliatella,https://es.foursquare.com/v/la-tagliatella/4c39141bae2da59360f501c6,Sincelejo,7.5/10,9 valoraciones,$$,Losraviolisdeli pero muy poquito!,"Agosto 11, 2013",2,0,7.5,positivo
797,Tripadvisor,58,Orla de Tolu,https://www.tripadvisor.co/Attraction_Review-g1726000-d8838800-Reviews-or20-Orla_de_Tolu-Santiago_de_Tolu_Sucre_Department.html,Santiago de Tolú,4.0/5,31,Precio Desconocido,"El olor a desperdicio domina la zona, nada que ver. Los barcos parten hacia las islas desde esta zona.",19 de mayo de 2019,0,0,4,neutral
